33936|2.66 |2.66|55
33937|2.66 |2.66|55
33938|2.66 |2.66|55
33939|2.55 |2.55|55
33940|2.14 |2.14|55
33941|1.66 |1.66|55
33942|1.66 |1.66|55
33943|1.66 |1.66|55
33944|1.66 |1.66|55
33945|1.66 |1.66|55
33946|1.66 |1.66|55
33947|1.32 |1.32|55
33948|1.32 |1.32|55
33949|1.32 |1.32|55
33950|1.32 |1.32|55
33951|1.32 |1.32|55
33952|1.07 |1.07|55
33953|1.07 |1.07|55
33954|1.07 |1.07|55
33955|1.07 |1.07|55
33956|1.07 |1.07|55
33957|0.94 |0.94|55
33958|0.94 |0.94|55
33959|0.94 |0.94|55
33960|0.94 |0.94|55
33961|0.94 |0.94|55
33962|0.94 |0.94|55
33963|1.08 |1.08|55
33964|1.08 |1.08|55
33965|1.08 |1.08|55
33966|1.08 |1.08|55
33967|0.98 |0.98|55
33968|1.22 |1.22|55
33969|1.22 |1.22|55
33970|1.22 |1.22|55
33971|1.22 |1.22|55
33972|1.01 |1.01|55
33973|1.26 |1.26|55
33974|1.26 |1.26|55
33975|1.26 |1.26|55
33976|1.26 |1.26|55
33977|1.16 |1.16|55
33978|1.46 |1.46|55
33979|1.46 |1.46|55
33980|1.46 |1.46|55
33981|1.46 |1.46|55
33982|1.26 |1.26|55
33983|1.58 |1.58|55
33984|1.58 |1.58|55
33985|1.58 |1.58|55
33986|1.58 |1.58|55
33987|1.34 |1.34|55
33988|1.68 |1.68|55
33989|1.68 |1.68|55
33990|1.68 |1.68|55
33991|1.68 |1.68|55
33992|1.55 |1.55|55
33993|1.94 |1.94|55
33994|1.94 |1.94|55
33995|1.94 |1.94|55
33996|1.94 |1.94|55
33997|1.9 |1.9|55
33998|2.37 |2.37|55
33999|2.37 |2.37|55
34000|2.37 |2.37|55
34001|2.37 |2.37|55
34002|2.04 |2.04|55
34003|2.54 |2.54|55
34004|2.54 |2.54|55
34005|2.54 |2.54|55
34006|2.54 |2.54|55
34007|2.36 |2.36|55
34008|2.95 |2.95|55
34009|2.95 |2.95|55
34010|2.95 |2.95|55
34011|2.95 |2.95|55
34012|2.53 |2.53|55
34013|3.17 |3.17|55
34014|3.17 |3.17|55
34015|3.17 |3.17|55
34016|3.17 |3.17|55
34017|3.03 |3.03|55
34018|3.79 |3.79|55
34019|3.79 |3.79|55
34020|3.79 |3.79|55
34021|3.79 |3.79|55
34022|3.51 |3.51|55
34023|4.39 |4.39|55
34024|4.39 |4.39|55
34025|4.39 |4.39|55
34026|4.39 |4.39|55
34027|4.19 |4.19|55
34028|5.25 |5.25|55
34029|5.25 |5.25|55
34030|5.25 |5.25|55
34031|5.25 |5.25|55
34032|4.83 |4.83|55
34033|6.04 |6.04|55
34034|6.04 |6.04|55
34035|6.04 |6.04|55
34036|6.04 |6.04|55
34037|5.37 |5.37|55
34038|6.72 |6.72|55
34039|6.72 |6.72|55
34040|6.72 |6.72|55
34041|6.72 |6.72|55
34042|5.85 |5.85|55
34043|7.38 |7.38|55
34044|7.38 |7.38|55
34045|7.38 |7.38|55
34046|7.38 |7.38|55
34047|6.39 |6.39|55
34048|7.98 |7.98|55
34049|7.98 |7.98|55
34050|7.98 |7.98|55
34051|7.98 |7.98|55
34052|6.77 |6.77|55
34053|8.45 |8.45|55
34054|8.45 |8.45|55
34055|8.45 |8.45|55
34056|8.45 |8.45|55
34057|7.17 |7.17|55
34058|8.95 |8.95|55
34059|8.95 |8.95|55
34060|8.95 |8.95|55
34061|8.95 |8.95|55
34062|20.33 |20.33|55
34063|20.33 |20.33|55
34064|20.33 |20.33|55
34065|22.68 |22.68|55
34066|22.68 |22.68|55
34067|20.33 |20.33|55
34068|22.68 |22.68|55
34069|22.9 |22.9|55
34070|22.9 |22.9|55
34071|22.9 |22.9|55
34072|22.9 |22.9|55
34073|25.51 |25.51|55
34074|25.51 |25.51|55
34075|28.33 |28.33|55
34076|28.33 |28.33|55
34077|28.33 |28.33|55
34078|31.64 |31.64|55
34079|31.64 |31.64|55
34080|34.94 |34.94|55
34081|34.94 |34.94|55
34082|38.98 |38.98|55
34083|38.98 |38.98|55
34084|43.25 |43.25|55
34085|43.25 |43.25|55
34086|55.54 |55.54|55
34087|55.54 |55.54|55
34088|61.1 |61.1|55
34089|61.1 |61.1|55
34090|66.22 |66.22|55
34091|66.22 |66.22|55
34092|73.91 |73.91|55
34093|73.91 |73.91|55
34094|79.47 |79.47|55
34095|79.47 |79.47|55
34096|2.51 |2.51|55
34097|1.66 |1.66|55
34098|1.32 |1.32|55
34099|1.07 |1.07|55
34100|1.07 |1.07|55
34101|0.94 |0.94|55
34102|0.9 |0.9|55
34103|0.98 |0.98|55
34104|1.01 |1.01|55
34105|1.16 |1.16|55
34106|1.26 |1.26|55
34107|1.26 |1.26|55
34108|1.34 |1.34|55
34109|1.55 |1.55|55
34110|1.9 |1.9|55
34111|2.04 |2.04|55
34112|2.36 |2.36|55
34113|2.53 |2.53|55
34114|2.53 |2.53|55
34115|3.03 |3.03|55
34116|3.51 |3.51|55
34117|4.19 |4.19|55
34118|4.19 |4.19|55
34119|5.25 |5.25|55
34120|5.37 |5.37|55
34121|6.72 |6.72|55
34122|5.91 |5.91|55
34123|6.39 |6.39|55
34124|6.8 |6.8|55
34125|8.45 |8.45|55
34126|7.17 |7.17|55
34127|20.33 |20.33|55
34128|25.51 |25.51|55
34129|28.33 |28.33|55
34130|34.94 |34.94|55
34131|43.25 |43.25|55
34132|55.54 |55.54|55
34133|51.36 |51.36|55
34134|73.91 |73.91|55
34135|86.74 |86.74|55
34331|2.66 |2.66|55
34332|2.66 |2.66|55
34333|2.66 |2.66|55
34334|2.55 |2.55|55
34335|2.14 |2.14|55
34336|1.66 |1.66|55
34337|1.66 |1.66|55
34338|1.66 |1.66|55
34339|1.66 |1.66|55
34340|1.66 |1.66|55
34341|1.66 |1.66|55
34342|1.32 |1.32|55
34343|1.32 |1.32|55
34344|1.32 |1.32|55
34345|1.32 |1.32|55
34346|1.32 |1.32|55
34347|1.07 |1.07|55
34348|1.07 |1.07|55
34349|1.07 |1.07|55
34350|1.07 |1.07|55
34351|1.07 |1.07|55
34352|1.07 |1.07|55
34353|0.94 |0.94|55
34354|0.94 |0.94|55
34355|0.94 |0.94|55
34356|0.94 |0.94|55
34357|0.94 |0.94|55
34358|0.94 |0.94|55
34359|0.94 |0.94|55
34360|1.08 |1.08|55
34361|1.08 |1.08|55
34362|1.08 |1.08|55
34363|1.08 |1.08|55
34364|1.08 |1.08|55
34365|0.98 |0.98|55
34366|1.22 |1.22|55
34367|1.22 |1.22|55
34368|1.22 |1.22|55
34369|1.22 |1.22|55
34370|1.22 |1.22|55
34371|1.01 |1.01|55
34372|1.26 |1.26|55
34373|1.26 |1.26|55
34374|1.26 |1.26|55
34375|1.26 |1.26|55
34376|1.26 |1.26|55
34377|1.16 |1.16|55
34378|1.46 |1.46|55
34379|1.46 |1.46|55
34380|1.46 |1.46|55
34381|1.46 |1.46|55
34382|1.46 |1.46|55
34383|1.26 |1.26|55
34384|1.58 |1.58|55
