8100050|10
8150050|10
8100060|10
8150060|10
8100070|10
8150070|10
8100132|10
8150132|10
8100080|10
8150080|10
8100090|10
8150090|10
8100100|10
8150100|10
8300100|10
8100110|10
8150110|10
8100364|10
8150364|10
8100120|10
8150120|10
8100125|10
8150125|10
8100130|10
8150130|10
8300130|10
8100140|10
8150140|10
8300140|10
8100150|10
8150150|10
8300150|10
8100116|10
8150116|10
8100160|10
8150160|10
8100170|10
8150170|10
8100180|10
8150180|10
8300180|10
8100190|10
8150190|10
8100564|10
8150564|10
8100200|10
8150200|10
8300200|10
8100210|10
8150210|10
8100220|10
8150220|10
8150225|10
8100230|10
8150230|10
8100332|10
8150332|10
8100240|10
8150240|10
8300240|10
8100250|10
8150250|10
8300250|10
8300250T|10
8100260|10
8150260|10
8100270|10
8150270|10
8150275|10
8100764|10
8150764|10
8100280|10
8150280|10
8300280|10
8100290|10
8150290|10
8100300|10
8150300|10
8300300|10
8100310|10
8150310|10
8100018|10
8150018|10
8100320|10
8150320|10
8300320|10
8150325|10
8100330|10
8150330|10
8100340|10
8150340|10
8100350|10
8150350|10
8300350|10
8300350T|10
8100964|10
8150964|10
8100360|10
8150360|10
8100370|10
8150370|10
8150375|10
8100380|10
8150380|10
8100390|10
8150390|10
8100532|10
8150532|10
8100400|10
8150400|10
8300400|10
8300400T|10
8100410|10
8150410|10
8300410|10
8100420|10
8150420|10
8300420|10
8150425|10
8100430|10
8150430|10
8101164|10
8151164|10
8100440|10
8150440|10
8100450|10
8150450|10
8300450|10
8100460|10
8150460|10
8100470|10
8150470|10
8150475|10
8100316|10
8150316|10
8100480|10
8150480|10
8100490|10
8150490|10
8100500|10
8150500|10
8300500|10
8300500T|10
8100510|10
8150510|10
8101364|10
8151364|10
8100520|10
8150520|10
8300520|10
8150525|10
8100530|10
8150530|10
8100540|10
8150540|10
8100550|10
8150550|10
8300550|10
8300550T|10
8100732|10
8150732|10
8100560|10
8150560|10
8300560|10
8100570|10
8150570|10
8150575|10
8100580|10
8150580|10
8100590|10
8150590|10
8101564|10
8151564|10
8100600|10
8150600|10
8300600|10
8300600T|10
8100610|10
8150610|10
8300610|10
8100620|10
8150620|10
8100630|10
8150630|10
8100014|10
8150014|10
8300014|10
8100640|10
8150640|10
8100650|10
8150650|10
8300650|10
8300650T|10
8100660|10
8150660|10
8100670|10
8150670|10
8101764|10
8151764|10
8150675|10
8100680|10
8150680|10
8100690|10
8150690|10
8100700|10
8150700|10
8300700|10
8300700T|10
8100710|5
8150710|5
8100932|5
8150932|5
8100720|5
8150720|5
8150725|5
8100730|5
8150730|5
8300730|5
8100740|5
8150740|5
8100750|5
8150750|5
8300750|5
8300750T|5
8101964|5
8151964|5
8100760|5
8150760|5
8100770|5
8150770|5
8150775|5
8100780|5
8150780|5
8100790|5
8150790|5
8100516|5
8150516|5
8100800|5
8150800|5
8300800|5
8300800T|5
8100810|5
8150810|5
8100820|5
8150820|5
8150825|5
8100830|5
8150830|5
8102164|5
8152164|5
8100840|5
8150840|5
8200840|1
8100850|5
8150850|5
8300850|5
8300850T|5
8100860|5
8150860|5
8100870|5
8150870|5
8101132|5
8151132|5
8150875|5
8100880|5
8150880|5
8100890|5
8150890|5
8100900|5
8150900|5
8300900|5
8300900T|5
8100910|5
8150910|5
8102364|5
8152364|5
8100920|5
8150920|5
8150925|5
8100930|5
8150930|5
8100940|5
8150940|5
8100950|5
8150950|5
8300950|5
8300950T|5
8100038|5
8150038|5
8200038|1
8100960|5
8150960|5
8100970|5
8150970|5
8150975|5
8100980|5
8150980|5
8100990|5
8150990|5
8102564|5
8152564|5
8101000|5
8151000|5
8301000|5
8301000T|5
8201000|1
8201000T|1
8201000O|1
8101010|5
8151010|5
8101020|5
8151020|5
8201020|1
8101030|5
8151030|5
8101332|5
8151332|5
8101040|5
8151040|5
8201040|1
8101050|5
8151050|5
8301050|5
8301050T|5
8201050|1
8101060|5
8151060|5
8101070|5
8151070|5
8102764|5
8152764|5
8151075|5
8101080|5
8151080|5
8101090|5
8151090|5
8101100|5
8151100|5
8301100|5
8301100T|5
8201100|1
8201100T|1
8101110|5
8151110|5
8100716|5
8150716|5
8200716|1
8101120|5
8151120|5
8151125|5
8101130|5
8151130|5
8101140|5
8151140|5
8101150|5
8151150|5
8301150|5
8301150T|5
8201150|1
8201150T|1
8201150O|1
8102964|5
8152964|5
8101160|5
8151160|5
8101170|5
8151170|5
8151175|5
8101180|5
8151180|5
8301180|5
8101190|5
8151190|5
8101532|5
8151532|5
8101200|5
8151200|5
8301200|5
8301200T|5
8201200|1
8201200T|1
8101210|5
8151210|5
8101220|5
8151220|5
8151225|5
8101230|5
8151230|5
8103164|5
8153164|5
8101240|5
